chr	start	end	peak_id	score	strand	intron_chr	intron_start	intron_end	intron_id	intron_score	intron_strand	rPos	Overlap_start	Overlap_end	Control_start	Control_end	Intron_length	Control_length	ExonORIntron	Overlap_Phastcon	Control_Phastcon	Overlap_GC	Control_GC	Class	m6A_Intensity
chr2	10348335	10348466	m6AIP_abcam_peak_4630	0.0	-	chr2	10345385	10373554	ENSMUST00000137351.1|Gm13261|ENSMUSG00000086748.1|lncRNA_Intron_1	0.0	-	0.8926479463239732	10348335	10348466	10353582	10353713	28169	3522	Constitutive_Intron	0.00536641	0.0320229	0.4732824427480916	0.4961832061068702	Cfg3	0.429893821302117
chr2	10440618	10440765	m6AIP_abcam_peak_4631	0.0	+	chr2	10440113	10445684	ENSMUST00000041105.6|Sfmbt2|ENSMUSG00000061186.15|protein_coding_Intron_7	0.0	+	0.09728953509244301	10440618	10440765	10443286	10443433	5571	4384	Constitutive_Intron	0.000693878	0.00359864	0.4489795918367347	0.35374149659863946	Cfg3	0.062397991570735
chr2	11744356	11744498	m6AIP_abcam_peak_4633	0.0	-	chr2	11743757	11747059	ENSMUST00000071564.13|Fbh1|ENSMUSG00000058594.15|protein_coding_Intron_19	0.0	-	0.7949727437916414	11744356	11744498	11744398	11744540	3302	750	Constitutive_Intron	0.00314085	0.00190845	0.528169014084507	0.5140845070422535	Cfg3	1.45480899949765
chr2	11762250	11762387	m6AIP_abcam_peak_4634	0.0	-	chr2	11760573	11762830	ENSMUST00000071564.13|Fbh1|ENSMUSG00000058594.15|protein_coding_Intron_6	0.0	-	0.21843154630039874	11762250	11762387	11760949	11761086	2257	3302	Constitutive_Intron	0.00059854	0.00840146	0.48175182481751827	0.3795620437956204	Cfg3	0.17291994312799
chr2	11781628	11781757	m6AIP_abcam_peak_4636	0.0	+	chr2	11781519	11783640	ENSMUST00000056108.11|Ankrd16|ENSMUSG00000047909.11|protein_coding_Intron_3	0.0	+	0.08250825082508251	11781628	11781757	11782968	11783097	2121	774	Alternative_ExonIntron	0.0561628	0	0.4573643410852713	0.4728682170542636	Cfg3	0.781616174649858
chr2	11783334	11783496	m6AIP_abcam_peak_4637	0.0	+	chr2	11781519	11783640	ENSMUST00000056108.11|Ankrd16|ENSMUSG00000047909.11|protein_coding_Intron_3	0.0	+	0.8604431871758604	11783334	11783496	11783009	11783171	2121	1579	Alternative_ExonIntron	0.0169815	0.0315781	0.4382716049382716	0.4567901234567901	Cfg3	-0.00750290273774851
chr2	12411968	12412078	m6AIP_abcam_peak_4639	0.0	-	chr2	12410080	12419158	ENSMUST00000028105.12|Mindy3|ENSMUSG00000026767.12|protein_coding_Intron_1	0.0	-	0.7896012337519277	12411968	12412078	12411112	12411222	9078	2456	Constitutive_Intron	0.00388182	0.0193	0.5	0.4090909090909091	Cfg3	0.782528577369133
chr2	18073220	18073391	m6AIP_abcam_peak_4649	0.0	+	chr2	18071204	18101457	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_3	0.0	+	0.0684560208904902	18073220	18073391	18097926	18098097	30253	2321	Constitutive_Intron	0.142205	0.24152	0.39766081871345027	0.5380116959064327	Cfg3	0.211932288732789
chr2	18130984	18131089	m6AIP_abcam_peak_4650a	0.0	+	chr2	18126229	18146776	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_8	0.0	+	0.2340487662432472	18130984	18131089	18135104	18135209	20547	7367	Constitutive_Intron	0.0669143	0	0.4095238095238095	0.34285714285714286	Cfg3	0.724194073987152
chr2	18131090	18131210	m6AIP_abcam_peak_4650b	0.0	+	chr2	18126229	18146776	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_8	0.0	+	0.23911033240862414	18131090	18131210	18142396	18142516	20547	1820	Constitutive_Intron	0.245012	0.0561583	0.5416666666666666	0.36666666666666664	Cfg3	0.838896518192623
chr2	18147274	18147379	m6AIP_abcam_peak_4651a	0.0	+	chr2	18146872	18159455	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_9	0.0	+	0.03655725979496145	18147274	18147379	18154010	18154115	12583	1224	Constitutive_Intron	0.0126952	0.0428476	0.45714285714285713	0.44761904761904764	Cfg3	0.308207813762313
chr2	18147380	18147493	m6AIP_abcam_peak_4651b	0.0	+	chr2	18146872	18159455	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_9	0.0	+	0.04418660096956211	18147380	18147493	18151652	18151765	12583	1370	Constitutive_Intron	0.00814159	0	0.4336283185840708	0.3274336283185841	Cfg3	0.541102268384632
chr2	18169357	18169468	m6AIP_abcam_peak_4652	0.0	+	chr2	18162886	18170253	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_11	0.0	+	0.8893715216506041	18169357	18169468	18169995	18170106	7367	744	Constitutive_Intron	0.1049	0.0505315	0.5045045045045045	0.2702702702702703	Cfg3	2.41622638046438
chr2	18178749	18178873	m6AIP_abcam_peak_4653	0.0	+	chr2	18171075	18186217	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_13	0.0	+	0.5113591335358605	18178749	18178873	18177788	18177912	15142	12583	Constitutive_Intron	0	0.0144388	0.5241935483870968	0.3709677419354839	Cfg3	-0.385904653925314
chr2	18191488	18191628	m6AIP_SySy_peak_3791	0.0	+	chr2	18186396	18196582	ENSMUST00000028076.14|Mllt10|ENSMUSG00000026743.16|protein_coding_Intron_14	0.0	+	0.506381307677204	18191488	18191628	18191269	18191409	10186	361	Constitutive_Intron	0	0	0.5071428571428571	0.4785714285714286	Cfg1	2.11249796261575
chr2	18269740	18269852	m6AIP_SySy_peak_3793	0.0	-	chr2	18231823	18284622	ENSMUST00000166495.7|Dnajc1|ENSMUSG00000026740.12|protein_coding_Intron_8	0.0	-	0.28070607397867386	18269740	18269852	18272274	18272386	52799	75290	Constitutive_Intron	0	0	0.4017857142857143	0.3392857142857143	Cfg1	3.33745202219212
chr2	20519675	20519832	m6AIP_SySy_peak_3797	0.0	+	chr2	20340109	20529958	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_2	0.0	+	0.946346833536126	20519675	20519832	20421567	20421724	189849	3923	Alternative_ExonIntron	0.651752	0.00401911	0.6496815286624203	0.5031847133757962	Cfg2	0.47799942746645
chr2	20561349	20561469	m6AIP_abcam_peak_4658	0.0	+	chr2	20530242	20661897	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_3	0.0	+	0.23678553795905966	20561349	20561469	20614909	20615029	131655	6180	Constitutive_Intron	0.00475	0.0341	0.43333333333333335	0.35	Cfg3	0.45949613502367
chr2	20593456	20593557	m6AIP_abcam_peak_4659	0.0	+	chr2	20530242	20661897	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_3	0.0	+	0.480528654437735	20593456	20593557	20652102	20652203	131655	584	Constitutive_Intron	0.0020396	0.0867822	0.5148514851485149	0.3564356435643564	Cfg3	0.568143348821105
chr2	20600692	20600853	m6AIP_abcam_peak_4660	0.0	+	chr2	20530242	20661897	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_3	0.0	+	0.5354601040598534	20600692	20600853	20575264	20575425	131655	6180	Constitutive_Intron	0.0181242	0.331124	0.5093167701863354	0.30434782608695654	Cfg3	0.947845323936227
chr2	20617896	20618026	m6AIP_abcam_peak_4661	0.0	+	chr2	20530242	20661897	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_3	0.0	+	0.6659678705708101	20617896	20618026	20530581	20530711	131655	584	Constitutive_Intron	0.00391538	0.0307385	0.46923076923076923	0.43846153846153846	Cfg3	0.207238805764478
chr2	20623973	20624096	m6AIP_abcam_peak_4662	0.0	+	chr2	20530242	20661897	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_3	0.0	+	0.7126428924081881	20623973	20624096	20590493	20590616	131655	3923	Constitutive_Intron	0.125407	0.0649268	0.45528455284552843	0.45528455284552843	Cfg3	0.4681479457026
chr2	20652843	20652999	m6AIP_abcam_peak_4664	0.0	+	chr2	20530242	20661897	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_3	0.0	+	0.9315939387034294	20652843	20652999	20589712	20589868	131655	2927	Constitutive_Intron	0.0258782	0.0888654	0.44871794871794873	0.5	Cfg3	1.06601262923372
chr2	20691951	20692125	m6AIP_abcam_peak_4665	0.0	+	chr2	20662096	20709404	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_4	0.0	+	0.6331910036357488	20691951	20692125	20693908	20694082	47308	725	Constitutive_Intron	0.03075	0.15196	0.5	0.5862068965517241	Cfg3	0.875887471738719
chr2	20720276	20720396	m6AIP_abcam_peak_4666	0.0	+	chr2	20713448	20743458	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_6	0.0	+	0.22969010329890036	20720276	20720396	20717443	20717563	30010	3098	Constitutive_Intron	0.0999083	0.00405	0.45	0.4083333333333333	Cfg3	0.26547096195714
chr2	20745456	20745575	m6AIP_abcam_peak_4667	0.0	+	chr2	20744291	20759546	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_7	0.0	+	0.08121927236971485	20745456	20745575	20756148	20756267	15255	11414	Constitutive_Intron	0.0217479	0.164303	0.453781512605042	0.29411764705882354	Cfg3	1.26993672694969
chr2	20763690	20763915	m6AIP_abcam_peak_4668	0.0	+	chr2	20760264	20766444	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_9	0.0	+	0.5783171521035598	20763690	20763915	20761436	20761661	6180	189849	Constitutive_Intron	0.00368889	0.00239111	0.5111111111111111	0.4533333333333333	Cfg3	1.08409785356351
chr2	20792223	20792327	m6AIP_abcam_peak_4669	0.0	+	chr2	20788611	20797876	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_15	0.0	+	0.3992444684295737	20792223	20792327	20795468	20795572	9265	3098	Constitutive_Intron	0	0	0.36538461538461536	0.40384615384615385	Cfg3	0.883540671938501
chr2	20792495	20792645	m6AIP_abcam_peak_4670	0.0	+	chr2	20788611	20797876	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_15	0.0	+	0.42039935240151105	20792495	20792645	20795997	20796147	9265	563	Constitutive_Intron	0	0	0.38666666666666666	0.34	Cfg3	0.45679907744599
chr2	20796375	20796496	m6AIP_SySy_peak_3798	0.0	+	chr2	20788611	20797876	ENSMUST00000114627.7|Etl4|ENSMUSG00000036617.17|protein_coding_Intron_15	0.0	+	0.8433890987587696	20796375	20796496	20793297	20793418	9265	685	Constitutive_Intron	0	0	0.49586776859504134	0.34710743801652894	Cfg2	1.96067029283364
chr2	20919008	20919144	m6AIP_abcam_peak_4677	0.0	-	chr2	20914811	20967329	ENSMUST00000154230.8|Arhgap21|ENSMUSG00000036591.16|protein_coding_Intron_1	0.0	-	0.9194371453596862	20919008	20919144	20964448	20964584	52518	2330	Constitutive_Intron	0.107941	0.00197794	0.3382352941176471	0.3382352941176471	Cfg3	0.817632034646257
chr2	23015137	23015307	m6AIP_abcam_peak_4678	0.0	-	chr2	22994690	23039948	ENSMUST00000123948.7|Abi1|ENSMUSG00000058835.14|protein_coding_Intron_1	0.0	-	0.5457156745768703	23015137	23015307	23014111	23014281	45258	1553	Constitutive_Intron	0	0	0.5176470588235295	0.6176470588235294	Cfg3	0.569562821992257
chr2	23196222	23196346	m6AIP_abcam_peak_4682	0.0	+	chr2	23195408	23196887	ENSMUST00000028117.3|Yme1l1|ENSMUSG00000026775.9|protein_coding_Intron_18	0.0	+	0.6004056795131846	23196222	23196346	23195438	23195562	1479	525	Constitutive_Intron	0.00651613	0.0121452	0.46774193548387094	0.3225806451612903	Cfg3	0.698770937986037
chr2	24895755	24895864	m6AIP_abcam_peak_4689	0.0	-	chr2	24887069	24919553	ENSMUST00000147147.7|Ehmt1|ENSMUSG00000036893.17|protein_coding_Intron_1	0.0	-	0.731067602512006	24895755	24895864	24892431	24892540	32484	1073	Constitutive_Intron	0	0.106349	0.44954128440366975	0.3944954128440367	Cfg3	0.765438287552787
chr2	25203576	25203747	m6AIP_abcam_peak_4693	0.0	-	chr2	25203490	25203886	ENSMUST00000059849.14|Nelfb|ENSMUSG00000013465.19|protein_coding_Intron_8	0.0	-	0.41161616161616166	25203576	25203747	25203638	25203809	396	100	Alternative_ExonIntron	0.00274269	0.00260234	0.5321637426900585	0.5263157894736842	Cfg3	0.893108355128925
chr2	25338889	25339020	m6AIP_abcam_peak_4696	0.0	+	chr2	25338267	25341606	ENSMUST00000042390.4|Man1b1|ENSMUSG00000036646.13|protein_coding_Intron_4	0.0	+	0.1976639712488769	25338889	25339020	25339247	25339378	3339	458	Constitutive_Intron	0.0504211	0.0182121	0.48091603053435117	0.3893129770992366	Cfg3	0.601317708615496
chr2	25982412	25982542	m6AIP_abcam_peak_4703	0.0	-	chr2	25966948	25982781	ENSMUST00000114167.8|Camsap1|ENSMUSG00000026933.17|protein_coding_Intron_1	0.0	-	0.01844249352617955	25982412	25982542	25976630	25976760	15833	9335	Constitutive_Intron	0.236154	0.0660308	0.5923076923076923	0.5461538461538461	Cfg3	1.9618422385661
chr2	26210818	26211023	m6AIP_SySy_peak_3826a	0.0	-	chr2	26209793	26211273	ENSMUST00000036187.8|Qsox2|ENSMUSG00000036327.18|protein_coding_Intron_12	0.0	-	0.23310810810810811	26210818	26211023	26209852	26210057	1480	149	Alternative_ExonIntron	0.355561	0.00241951	0.526829268292683	0.45365853658536587	Cfg1	3.45611714436355
chr2	26211024	26211211	m6AIP_SySy_peak_3826b	0.0	-	chr2	26209793	26211273	ENSMUST00000036187.8|Qsox2|ENSMUSG00000036327.18|protein_coding_Intron_12	0.0	-	0.10337837837837838	26211024	26211211	26210535	26210722	1480	8595	Alternative_ExonIntron	0.144187	0.0160963	0.5882352941176471	0.5454545454545454	Cfg1	3.07167596996082
chr2	26364555	26364739	m6AIP_SySy_peak_3827	0.0	-	chr2	26363768	26364619	ENSMUST00000114115.8|Snapc4|ENSMUSG00000036281.13|protein_coding_Intron_21	0.0	-	0.018801410105757976	26364555	26364619	26364134	26364198	851	306	Constitutive_Intron	0.00295313	0.00332813	0.625	0.53125	Cfg2	1.86578078483969
chr2	26385367	26385456	m6AIP_SySy_peak_3831a	0.0	-	chr2	26385145	26385497	ENSMUST00000114102.9|Entr1|ENSMUSG00000026927.17|protein_coding_Intron_7	0.0	-	0.2585227272727273	26385367	26385456	26385325	26385414	352	244	Constitutive_Intron	0.00224719	0.0022809	0.5955056179775281	0.5955056179775281	Cfg2	1.22201532882172
chr2	26387270	26387390	m6AIP_SySy_peak_3832a	0.0	-	chr2	26387311	26387555	ENSMUST00000114102.9|Entr1|ENSMUSG00000026927.17|protein_coding_Intron_4	0.0	-	0.9426229508196722	26387311	26387390	26387421	26387500	244	352	Alternative_ExonIntron	0.0262278	0.000278481	0.4936708860759494	0.5443037974683544	Cfg2	1.09057330774559
chr2	26387391	26387505	m6AIP_SySy_peak_3832b	0.0	-	chr2	26387311	26387555	ENSMUST00000114102.9|Entr1|ENSMUSG00000026927.17|protein_coding_Intron_4	0.0	-	0.4016393442622951	26387391	26387505	26387342	26387456	244	355	Alternative_ExonIntron	0.000289474	0.000491228	0.5263157894736842	0.5263157894736842	Cfg2	4.06992986165735
chr2	26387627	26387739	m6AIP_SySy_peak_3833	0.0	-	chr2	26387671	26388491	ENSMUST00000114102.9|Entr1|ENSMUSG00000026927.17|protein_coding_Intron_3	0.0	-	0.9939024390243902	26387671	26387739	26387907	26387975	820	83	Constitutive_Intron	0.0445441	0.000220588	0.45588235294117646	0.5147058823529411	Cfg2	-0.886403047625687
chr2	26917930	26918084	m6AIP_abcam_peak_4718	0.0	+	chr2	26917531	26918872	ENSMUST00000015017.7|Surf2|ENSMUSG00000014873.15|protein_coding_Intron_3	0.0	+	0.39299030574198357	26917930	26918084	26918648	26918802	1341	1341	Alternative_ExonIntron	0.000701299	0.0025	0.551948051948052	0.551948051948052	Cfg3	0.464448484103566
chr2	27465558	27465678	m6AIP_abcam_peak_4721	0.0	-	chr2	27464193	27475576	ENSMUST00000113941.8|Brd3|ENSMUSG00000026918.16|protein_coding_Intron_1	0.0	-	0.8712114556795221	27465558	27465678	27473224	27473344	11383	296	Constitutive_Intron	0.040775	0.0179333	0.4666666666666667	0.5333333333333333	Cfg3	1.09166059163638
chr2	27520964	27521135	m6AIP_abcam_peak_4722	0.0	+	chr2	27520911	27525105	ENSMUST00000113952.9|Wdr5|ENSMUSG00000026917.15|protein_coding_Intron_7	0.0	+	0.0340963280877444	27520964	27521135	27521215	27521386	4194	1278	Constitutive_Intron	0.00680117	0.216409	0.5321637426900585	0.4093567251461988	Cfg3	1.1311850293214
chr2	29138214	29138418	m6AIP_abcam_peak_4736	0.0	+	chr2	29134031	29139219	ENSMUST00000061578.8|Setx|ENSMUSG00000043535.13|protein_coding_Intron_5	0.0	+	0.8153430994602929	29138214	29138418	29135739	29135943	5188	3830	Constitutive_Intron	0.16625	0.049027	0.47058823529411764	0.4411764705882353	Cfg3	0.618955139987746
chr2	29651148	29651376	m6AIP_abcam_peak_4741	0.0	+	chr2	29620063	29679132	ENSMUST00000095087.10|Rapgef1|ENSMUSG00000039844.20|protein_coding_Intron_1	0.0	+	0.5267737730450829	29651148	29651376	29670029	29670257	59069	361	Constitutive_Intron	0.0643991	0.0330833	0.5350877192982456	0.42543859649122806	Cfg3	0.716600713803835
chr2	29667606	29667764	m6AIP_abcam_peak_4742a	0.0	+	chr2	29620063	29679132	ENSMUST00000095087.10|Rapgef1|ENSMUSG00000039844.20|protein_coding_Intron_1	0.0	+	0.8061250402072153	29667606	29667764	29652892	29653050	59069	2463	Constitutive_Intron	0.175847	0.0703481	0.5	0.4620253164556962	Cfg3	0.884451293100219
chr2	29667765	29667961	m6AIP_abcam_peak_4742b	0.0	+	chr2	29620063	29679132	ENSMUST00000095087.10|Rapgef1|ENSMUSG00000039844.20|protein_coding_Intron_1	0.0	+	0.8090199597081379	29667765	29667961	29653573	29653769	59069	2463	Constitutive_Intron	0.147361	0.092301	0.42857142857142855	0.45918367346938777	Cfg3	1.79566890118336
chr2	29689601	29689786	m6AIP_abcam_peak_4743	0.0	+	chr2	29689263	29698996	ENSMUST00000095087.10|Rapgef1|ENSMUSG00000039844.20|protein_coding_Intron_5	0.0	+	0.04027535189561286	29689601	29689786	29697960	29698145	9733	600	Constitutive_Intron	0.0146162	0.0502	0.5027027027027027	0.5135135135135135	Cfg3	0.626660311816341
chr2	29780935	29781035	m6AIP_abcam_peak_4745	0.0	-	chr2	29779895	29782119	ENSMUST00000048044.11|Trub2|ENSMUSG00000039826.13|protein_coding_Intron_5	0.0	-	0.5040467625899281	29780935	29781035	29780472	29780572	2224	775	Constitutive_Intron	0.18053	0.13795	0.53	0.56	Cfg3	0.711751303971073
chr2	29916368	29916470	m6AIP_abcam_peak_4746	0.0	+	chr2	29915317	29917609	ENSMUST00000113765.7|Odf2|ENSMUSG00000026790.19|protein_coding_Intron_13	0.0	+	0.4799301919720768	29916368	29916470	29916023	29916125	2292	3640	Alternative_ExonIntron	0.0275294	0.0129608	0.4215686274509804	0.5588235294117647	Cfg3	1.22845487562803
chr2	29923922	29924172	m6AIP_SySy_peak_3874	0.0	+	chr2	29923639	29925939	ENSMUST00000113765.7|Odf2|ENSMUSG00000026790.19|protein_coding_Intron_18	0.0	+	0.17739130434782607	29923922	29924172	29924060	29924310	2300	2292	Constitutive_Intron	0.086132	0.102196	0.552	0.544	Cfg2	1.03100889215746
chr2	29999844	29999998	m6AIP_abcam_peak_4747	0.0	+	chr2	29999260	29999913	ENSMUST00000129241.2|Sptan1|ENSMUSG00000057738.14|protein_coding_Intron_20	0.0	+	0.9494640122511485	29999844	29999913	29999842	29999911	653	76	Constitutive_Intron	0.0359275	0.00711594	0.43478260869565216	0.42028985507246375	Cfg3	0.0512550733964155
chr2	30423952	30424083	m6AIP_abcam_peak_4750	0.0	+	chr2	30416332	30426398	ENSMUST00000042055.9|Ptpa|ENSMUSG00000039515.11|protein_coding_Intron_1	0.0	+	0.7649513212795549	30423952	30424083	30420328	30420459	10066	1310	Constitutive_Intron	0.00463043	0.0147363	0.5038167938931297	0.5343511450381679	Cfg3	0.30935941536018
chr2	30812621	30812756	m6AIP_abcam_peak_4751	0.0	+	chr2	30808083	30819628	ENSMUST00000041830.9|Ntmt1|ENSMUSG00000026857.9|protein_coding_Intron_1	0.0	+	0.3969683845820702	30812621	30812756	30808213	30808348	11545	11545	Constitutive_Intron	0.145319	0.107104	0.42962962962962964	0.5703703703703704	Cfg3	0.567089454424337
chr2	30814718	30814968	m6AIP_SySy_peak_3883	0.0	+	chr2	30808083	30819628	ENSMUST00000041830.9|Ntmt1|ENSMUSG00000026857.9|protein_coding_Intron_1	0.0	+	0.5855348635773062	30814718	30814968	30808514	30808764	11545	1660	Constitutive_Intron	0.0202143	0.028948	0.488	0.48	Cfg2	2.53077020072902
chr2	30816131	30816338	m6AIP_SySy_peak_3884	0.0	+	chr2	30808083	30819628	ENSMUST00000041830.9|Ntmt1|ENSMUSG00000026857.9|protein_coding_Intron_1	0.0	+	0.7081853616284106	30816131	30816338	30815923	30816130	11545	1660	Alternative_ExonIntron	0.072913	0.0557198	0.5458937198067633	0.47342995169082125	Cfg1	2.22774145654648
chr2	31032176	31032426	m6AIP_SySy_peak_3890	0.0	-	chr2	31028883	31033029	ENSMUST00000113560.7|Fnbp1|ENSMUSG00000075415.13|protein_coding_Intron_16	0.0	-	0.1755909310178485	31032176	31032426	31030445	31030695	4146	8091	Alternative_ExonIntron	0.004756	0.261792	0.508	0.496	Cfg2	1.84474588112991
chr2	31032621	31032764	m6AIP_SySy_peak_3891a	0.0	-	chr2	31028883	31033029	ENSMUST00000113560.7|Fnbp1|ENSMUSG00000075415.13|protein_coding_Intron_16	0.0	-	0.09406657018813314	31032621	31032764	31029354	31029497	4146	287	Alternative_ExonIntron	0.279734	0.0955105	0.5524475524475524	0.5244755244755245	Cfg2	-0.230979661890585
chr2	31032765	31033015	m6AIP_SySy_peak_3891b	0.0	-	chr2	31028883	31033029	ENSMUST00000113560.7|Fnbp1|ENSMUSG00000075415.13|protein_coding_Intron_16	0.0	-	0.033526290400385905	31032765	31033015	31030002	31030252	4146	4146	Alternative_ExonIntron	0.212784	0.147396	0.464	0.508	Cfg2	1.6788031108709
chr2	31048644	31048750	m6AIP_abcam_peak_4757	0.0	-	chr2	31044896	31052984	ENSMUST00000113560.7|Fnbp1|ENSMUSG00000075415.13|protein_coding_Intron_10	0.0	-	0.5325173095944609	31048644	31048750	31047277	31047383	8088	944	Constitutive_Intron	0.0155943	0.0258208	0.5566037735849056	0.4716981132075472	Cfg3	0.740083661493536
chr2	31092745	31092858	m6AIP_abcam_peak_4758	0.0	-	chr2	31084085	31096026	ENSMUST00000113560.7|Fnbp1|ENSMUSG00000075415.13|protein_coding_Intron_4	0.0	-	0.2705803534042375	31092745	31092858	31095545	31095658	11941	2929	Constitutive_Intron	0.0262743	0.187265	0.4424778761061947	0.4247787610619469	Cfg3	1.23751213996679
chr2	31504425	31504533	m6AIP_abcam_peak_4761a	0.0	+	chr2	31501552	31510109	ENSMUST00000102840.4|Ass1|ENSMUSG00000076441.9|protein_coding_Intron_12	0.0	+	0.3406567722332593	31504425	31504533	31506634	31506742	8557	5325	Constitutive_Intron	0.687583	0.00742593	0.5092592592592593	0.5185185185185185	Cfg3	1.05597927339427
chr2	31672121	31672260	m6AIP_abcam_peak_4762	0.0	+	chr2	31670861	31672471	ENSMUST00000038474.13|Exosc2|ENSMUSG00000039356.15|protein_coding_Intron_1	0.0	+	0.8279503105590063	31672121	31672260	31671981	31672120	1610	1610	Constitutive_Intron	0.181835	0.105885	0.49640287769784175	0.35251798561151076	Cfg3	0.657639474182444
chr2	31695008	31695166	m6AIP_abcam_peak_4765	0.0	+	chr2	31689942	31778333	ENSMUST00000075759.12|Abl1|ENSMUSG00000026842.16|protein_coding_Intron_1	0.0	+	0.05800364290482063	31695008	31695166	31775946	31776104	88391	306	Constitutive_Intron	0.156886	0	0.44936708860759494	0.4936708860759494	Cfg3	1.73873281912606
chr2	31978067	31978194	m6AIP_abcam_peak_4767	0.0	+	chr2	31977915	31979689	ENSMUST00000065398.12|Nup214|ENSMUSG00000001855.15|protein_coding_Intron_3	0.0	+	0.11668545659526494	31978067	31978194	31978610	31978737	1774	4541	Constitutive_Intron	0.0613307	0.0519449	0.5354330708661418	0.4645669291338583	Cfg3	0.594829833782168
chr2	32170324	32170425	m6AIP_abcam_peak_4768	0.0	+	chr2	32151291	32182457	ENSMUST00000069817.14|Prrc2b|ENSMUSG00000039262.16|protein_coding_Intron_1	0.0	+	0.6132323686068151	32170324	32170425	32181611	32181712	31166	2110	Constitutive_Intron	0.00515842	0.012505	0.5643564356435643	0.4752475247524752	Cfg3	0.76803444287122
chr2	32244122	32244259	m6AIP_SySy_peak_3900	0.0	+	chr2	32243712	32244233	ENSMUST00000036473.15|Pomt1|ENSMUSG00000039254.16|protein_coding_Intron_8	0.0	+	0.9001919385796545	32244122	32244233	32243984	32244095	521	1426	Alternative_ExonIntron	0.0303153	0.0231802	0.5585585585585585	0.42342342342342343	Cfg2	1.22122492692716
chr2	32363407	32363572	m6AIP_abcam_peak_4772	0.0	+	chr2	32352527	32363804	ENSMUST00000113334.7|Ciz1|ENSMUSG00000039205.16|protein_coding_Intron_1	0.0	+	0.9747273210960362	32363407	32363572	32360187	32360352	11277	1428	Alternative_ExonIntron	0.00201212	0.0550121	0.5151515151515151	0.4121212121212121	Cfg3	0.897542371173719
chr2	32540761	32540975	m6AIP_abcam_peak_4773	0.0	+	chr2	32536232	32558026	ENSMUST00000048375.5|Fam102a|ENSMUSG00000039157.12|protein_coding_Intron_1	0.0	+	0.21496742222630083	32540761	32540975	32542514	32542728	21794	82	Constitutive_Intron	0.0246028	0.0377944	0.48130841121495327	0.5560747663551402	Cfg3	0.726848931482067
chr2	32906895	32907034	m6AIP_abcam_peak_4776	0.0	+	chr2	32905899	32909848	ENSMUST00000028135.14|Fam129b|ENSMUSG00000026796.16|protein_coding_Intron_2	0.0	+	0.2694353000759686	32906895	32907034	32908260	32908399	3949	29364	Constitutive_Intron	0.0677626	0.0181511	0.5827338129496403	0.6474820143884892	Cfg3	1.10201233860946
chr2	32950732	32950842	m6AIP_abcam_peak_4778	0.0	-	chr2	32947921	32951092	ENSMUST00000113200.7|Lrsam1|ENSMUSG00000026792.16|protein_coding_Intron_10	0.0	-	0.10564490696941031	32950732	32950842	32950945	32951055	3171	864	Constitutive_Intron	0.000554545	0.00205455	0.6090909090909091	0.6	Cfg3	1.22302423457308
chr2	32961820	32961891	m6AIP_SySy_peak_3910a	0.0	+	chr2	32961839	32962048	ENSMUST00000126610.1|Rpl12|ENSMUSG00000038900.17|protein_coding_Intron_1	0.0	+	0.004784688995215311	32961839	32961891	32961928	32961980	209	312	Alternative_ExonIntron	0.267154	0.254173	0.8269230769230769	0.75	Cfg2	-1.32573581890455
chr2	32961892	32962032	m6AIP_SySy_peak_3910b	0.0	+	chr2	32961839	32962048	ENSMUST00000126610.1|Rpl12|ENSMUSG00000038900.17|protein_coding_Intron_1	0.0	+	0.3444976076555024	32961892	32962032	32961847	32961987	209	430	Alternative_ExonIntron	0.219071	0.260671	0.7071428571428572	0.7285714285714285	Cfg2	0.977945382981469
